settlement_id,auth_id,merchant_id,settled_amount,settled_ts,settled_date,currency
s12460,12460,25,80.86,2026-08-25 15:45:00,2026-08-25,USD
s12461,12461,24,20.3,2026-08-29 08:21:00,2026-08-29,USD
s12462,12462,56,28.67,2026-08-29 22:40:00,2026-08-29,USD
s12463,12463,34,7.01,2026-08-25 07:41:00,2026-08-25,USD
s12464,12464,1,8.82,2026-08-25 08:13:00,2026-08-25,USD
s12465,12465,56,22.95,2026-08-25 05:39:00,2026-08-25,USD
s12466,12466,26,4.54,2026-08-25 12:09:00,2026-08-25,USD
s12467,12467,20,53.65,2026-08-25 08:22:00,2026-08-25,USD
s12468,12468,32,103.66,2026-08-25 18:15:00,2026-08-25,USD
s12469,12469,21,10.44,2026-08-25 13:42:00,2026-08-25,USD
s12470,12470,34,9.27,2026-08-26 10:43:00,2026-08-26,USD
s12471,12471,39,13.34,2026-08-24 07:42:00,2026-08-24,USD
s12472,12472,14,2.08,2026-08-31 16:37:00,2026-08-31,USD
s12473,12473,22,3.36,2026-08-25 22:51:00,2026-08-25,USD
s12474,12474,44,25.98,2026-08-25 08:17:00,2026-08-25,USD
s12475,12475,11,106.34,2026-08-26 13:39:00,2026-08-26,USD
s12476,12476,52,40.3,2026-08-25 01:51:00,2026-08-25,USD
s12477,12477,50,60.66,2026-08-25 22:05:00,2026-08-25,USD
s12478,12478,13,17.2,2026-08-25 21:51:00,2026-08-25,USD
s12479,12479,57,4.8,2026-08-25 03:46:00,2026-08-25,USD
s12480,12480,19,26.52,2026-08-26 07:22:00,2026-08-26,USD
s12481,12481,45,75.7,2026-08-24 02:43:00,2026-08-24,USD
s12482,12482,6,16.97,2026-08-28 19:11:00,2026-08-28,USD
s12483,12483,44,11.5,2026-08-26 13:48:00,2026-08-26,USD
s12484,12484,35,20.02,2026-08-26 12:49:00,2026-08-26,USD
s12485,12485,58,161.99,2026-08-25 00:59:00,2026-08-25,USD
s12486,12486,38,42.81,2026-08-25 02:58:00,2026-08-25,USD
s12487,12487,45,43.55,2026-08-24 01:17:00,2026-08-24,USD
s12488,12488,51,9.0,2026-08-26 05:04:00,2026-08-26,USD
s12489,12489,41,15.11,2026-08-24 02:16:00,2026-08-24,USD
s12490,12490,49,10.36,2026-08-27 01:53:00,2026-08-27,USD
s12491,12491,2,15.25,2026-08-25 08:48:00,2026-08-25,USD
s12492,12492,52,16.02,2026-08-28 13:04:00,2026-08-28,USD
s12493,12493,56,44.28,2026-08-24 21:31:00,2026-08-24,USD
s12494,12494,17,42.88,2026-08-25 13:23:00,2026-08-25,USD
s12495,12495,54,15.71,2026-08-25 07:54:00,2026-08-25,USD
s12496,12496,1,13.42,2026-08-24 11:11:00,2026-08-24,USD
s12497,12497,19,4.23,2026-08-24 11:44:00,2026-08-24,USD
s12498,12498,29,57.94,2026-08-27 08:57:00,2026-08-27,USD
s12499,12499,26,8.81,2026-08-25 21:34:00,2026-08-25,USD
s12500,12500,58,73.08,2026-08-26 03:51:00,2026-08-26,USD
s12501,12501,11,43.27,2026-08-25 18:58:00,2026-08-25,USD
s12502,12502,56,39.38,2026-08-26 10:09:00,2026-08-26,USD
s12503,12503,1,58.7,2026-08-26 20:11:00,2026-08-26,USD
s12504,12504,53,5.39,2026-08-28 14:27:00,2026-08-28,USD
s12505,12505,7,31.52,2026-08-25 15:52:00,2026-08-25,USD
s12507,12507,55,39.55,2026-08-24 12:41:00,2026-08-24,USD
s12508,12508,1,98.41,2026-08-25 16:14:00,2026-08-25,USD
s12509,12509,55,31.49,2026-08-27 16:11:00,2026-08-27,USD
s12510,12510,23,5.89,2026-08-24 08:21:00,2026-08-24,USD
s12511,12511,6,136.57,2026-08-27 13:27:00,2026-08-27,USD
s12512,12512,27,73.85,2026-08-25 07:54:00,2026-08-25,USD
s12513,12513,29,54.7,2026-08-25 00:38:00,2026-08-25,USD
s12514,12514,16,13.76,2026-08-26 04:22:00,2026-08-26,USD
s12515,12515,42,52.15,2026-08-24 10:47:00,2026-08-24,USD
s12516,12516,32,27.44,2026-08-24 10:54:00,2026-08-24,USD
s12517,12517,42,64.05,2026-08-25 23:30:00,2026-08-25,USD
s12518,12518,29,28.22,2026-08-27 21:49:00,2026-08-27,USD
s12519,12519,33,33.74,2026-08-28 15:25:00,2026-08-28,USD
s12520,12520,26,39.54,2026-08-26 11:56:00,2026-08-26,USD
s12521,12521,17,22.59,2026-08-26 05:00:00,2026-08-26,USD
s12522,12522,43,29.67,2026-08-25 16:43:00,2026-08-25,USD
s12523,12523,48,36.23,2026-08-25 19:50:00,2026-08-25,USD
s12524,12524,54,30.08,2026-08-25 16:47:00,2026-08-25,USD
s12525,12525,18,11.34,2026-08-24 01:51:00,2026-08-24,USD
s12526,12526,3,50.58,2026-08-26 16:14:00,2026-08-26,USD
s12527,12527,31,60.4,2026-08-25 09:35:00,2026-08-25,USD
s12528,12528,5,27.15,2026-08-25 08:08:00,2026-08-25,USD
s12529,12529,39,39.34,2026-08-31 17:43:00,2026-08-31,USD
s12530,12530,12,31.23,2026-08-24 17:48:00,2026-08-24,USD
s12531,12531,16,15.23,2026-08-27 16:36:00,2026-08-27,USD
s12532,12532,22,19.07,2026-08-31 18:46:00,2026-08-31,USD
s12533,12533,7,12.72,2026-08-25 20:36:00,2026-08-25,USD
s12534,12534,42,9.41,2026-08-26 17:45:00,2026-08-26,USD
s12535,12535,2,5.68,2026-09-02 10:36:00,2026-09-02,USD
s12536,12536,2,13.68,2026-08-26 19:41:00,2026-08-26,USD
s12537,12537,37,147.79,2026-08-25 00:59:00,2026-08-25,USD
s12538,12538,51,49.22,2026-08-27 12:58:00,2026-08-27,USD
s12539,12539,26,10.51,2026-08-27 23:56:00,2026-08-27,USD
s12540,12540,12,15.93,2026-08-25 19:02:00,2026-08-25,USD
s12541,12541,57,29.84,2026-08-25 03:36:00,2026-08-25,USD
s12542,12542,48,10.57,2026-08-25 03:01:00,2026-08-25,USD
s12543,12543,31,7.97,2026-08-24 21:51:00,2026-08-24,USD
s12544,12544,18,42.73,2026-08-25 14:06:00,2026-08-25,USD
s12545,12545,30,40.17,2026-08-27 09:09:00,2026-08-27,USD
s12546,12546,31,10.58,2026-08-25 09:31:00,2026-08-25,USD
s12547,12547,48,50.42,2026-08-25 02:25:00,2026-08-25,USD
s12548,12548,25,39.0,2026-08-24 04:13:00,2026-08-24,USD
s12549,12549,28,72.36,2026-08-25 19:06:00,2026-08-25,USD
s12550,12550,39,36.07,2026-08-26 13:09:00,2026-08-26,USD
s12551,12551,30,107.02,2026-08-26 07:59:00,2026-08-26,USD
s12553,12553,52,13.45,2026-08-27 02:12:00,2026-08-27,USD
s12554,12554,32,9.98,2026-08-26 01:12:00,2026-08-26,USD
s12555,12555,41,13.9,2026-08-26 08:52:00,2026-08-26,USD
s12556,12556,36,8.33,2026-08-26 17:54:00,2026-08-26,USD
s12557,12557,50,20.71,2026-08-26 13:19:00,2026-08-26,USD
s12558,12558,60,100.03,2026-08-25 01:16:00,2026-08-25,USD
s12559,12559,50,145.42,2026-08-26 17:38:00,2026-08-26,USD
s12560,12560,36,9.25,2026-08-26 03:19:00,2026-08-26,USD
s12562,12562,51,99.3,2026-08-29 08:18:00,2026-08-29,USD
s12563,12563,46,33.44,2026-08-25 04:52:00,2026-08-25,USD
s12564,12564,58,6.96,2026-08-26 10:05:00,2026-08-26,USD
s12565,12565,31,23.1,2026-08-26 14:12:00,2026-08-26,USD
s12567,12567,23,273.37,2026-08-28 20:40:00,2026-08-28,USD
s12568,12568,45,90.54,2026-08-26 18:24:00,2026-08-26,USD
s12569,12569,46,14.37,2026-08-25 07:32:00,2026-08-25,USD
s12570,12570,38,37.44,2026-08-26 09:48:00,2026-08-26,USD
s12571,12571,19,16.21,2026-08-28 19:21:00,2026-08-28,USD
s12572,12572,40,19.35,2026-08-26 12:04:00,2026-08-26,USD
s12573,12573,52,15.69,2026-08-26 21:38:00,2026-08-26,USD
s12574,12574,17,9.0,2026-08-28 21:01:00,2026-08-28,USD
s12575,12575,7,16.22,2026-08-26 03:44:00,2026-08-26,USD
s12576,12576,41,103.73,2026-08-28 16:27:00,2026-08-28,USD
s12577,12577,33,104.97,2026-08-25 13:12:00,2026-08-25,USD
s12578,12578,27,6.26,2026-08-26 21:10:00,2026-08-26,USD
s12579,12579,7,40.97,2026-08-26 08:02:00,2026-08-26,USD
s12580,12580,49,12.29,2026-08-26 06:20:00,2026-08-26,USD
s12581,12581,57,5.0,2026-08-27 22:51:00,2026-08-27,USD
s12582,12582,23,27.18,2026-08-27 07:35:00,2026-08-27,USD
s12583,12583,27,24.8,2026-08-29 05:23:00,2026-08-29,USD
s12584,12584,10,87.74,2026-08-25 22:25:00,2026-08-25,USD
s12585,12585,43,18.55,2026-08-25 08:23:00,2026-08-25,USD
s12586,12586,41,6.08,2026-09-01 04:10:00,2026-09-01,USD
s12587,12587,21,12.42,2026-08-26 01:34:00,2026-08-26,USD
s12588,12588,19,13.06,2026-08-25 04:12:00,2026-08-25,USD
s12589,12589,55,36.51,2026-08-26 13:59:00,2026-08-26,USD
s12590,12590,54,16.98,2026-08-26 12:39:00,2026-08-26,USD
s12591,12591,16,6.04,2026-08-25 21:31:00,2026-08-25,USD
s12592,12592,1,24.85,2026-08-26 01:34:00,2026-08-26,USD
s12594,12594,29,24.13,2026-08-29 07:56:00,2026-08-29,USD
s12595,12595,23,178.26,2026-08-26 09:36:00,2026-08-26,USD
s12596,12596,9,9.22,2026-08-29 07:37:00,2026-08-29,USD
s12597,12597,49,32.89,2026-08-29 02:16:00,2026-08-29,USD
s12598,12598,48,40.78,2026-08-26 11:22:00,2026-08-26,USD
s12599,12599,14,12.7,2026-08-26 14:20:00,2026-08-26,USD
s12600,12600,39,23.49,2026-08-28 17:57:00,2026-08-28,USD
s12601,12601,58,26.75,2026-08-25 05:50:00,2026-08-25,USD
s12602,12602,52,17.02,2026-08-26 14:30:00,2026-08-26,USD
s12603,12603,42,25.23,2026-08-28 16:20:00,2026-08-28,USD
s12604,12604,60,26.85,2026-08-26 16:12:00,2026-08-26,USD
s12605,12605,22,45.49,2026-08-26 21:58:00,2026-08-26,USD
s12606,12606,44,37.68,2026-08-26 08:00:00,2026-08-26,USD
s12607,12607,59,32.29,2026-08-26 10:08:00,2026-08-26,USD
s12608,12608,57,2.71,2026-08-26 15:59:00,2026-08-26,USD
s12609,12609,30,20.65,2026-08-26 13:32:00,2026-08-26,USD
s12611,12611,19,52.63,2026-08-26 07:19:00,2026-08-26,USD
s12612,12612,24,9.76,2026-08-26 23:40:00,2026-08-26,USD
s12613,12613,15,36.92,2026-08-26 05:29:00,2026-08-26,USD
s12614,12614,15,93.18,2026-08-26 01:41:00,2026-08-26,USD
s12615,12615,44,35.12,2026-08-26 08:32:00,2026-08-26,USD
s12616,12616,26,57.94,2026-08-28 05:59:00,2026-08-28,USD
s12617,12617,5,92.67,2026-08-26 04:16:00,2026-08-26,USD
s12618,12618,47,10.01,2026-08-30 06:24:00,2026-08-30,USD
s12619,12619,55,10.14,2026-08-27 14:16:00,2026-08-27,USD
s12620,12620,30,6.68,2026-08-26 20:03:00,2026-08-26,USD
s12621,12621,35,10.38,2026-08-26 01:03:00,2026-08-26,USD
s12622,12622,5,25.79,2026-08-26 00:53:00,2026-08-26,USD
s12623,12623,11,42.06,2026-08-27 08:17:00,2026-08-27,USD
s12624,12624,12,28.73,2026-08-27 04:04:00,2026-08-27,USD
s12625,12625,37,14.65,2026-08-26 12:02:00,2026-08-26,USD
s12626,12626,31,16.62,2026-08-26 16:31:00,2026-08-26,USD
s12627,12627,54,7.05,2026-08-26 00:49:00,2026-08-26,USD
s12628,12628,20,20.15,2026-08-28 04:25:00,2026-08-28,USD
s12629,12629,9,28.82,2026-08-25 14:52:00,2026-08-25,USD
s12630,12630,26,2.48,2026-08-29 02:13:00,2026-08-29,USD
s12631,12631,39,23.26,2026-08-26 16:05:00,2026-08-26,USD
s12632,12632,8,12.0,2026-08-26 13:39:00,2026-08-26,USD
s12633,12633,14,38.63,2026-08-25 18:33:00,2026-08-25,USD
s12634,12634,18,34.93,2026-08-28 21:49:00,2026-08-28,USD
s12635,12635,38,91.26,2026-08-25 02:08:00,2026-08-25,USD
s12636,12636,30,30.55,2026-08-26 08:52:00,2026-08-26,USD
s12637,12637,45,22.76,2026-08-29 16:10:00,2026-08-29,USD
s12638,12638,23,37.68,2026-08-26 06:08:00,2026-08-26,USD
s12639,12639,54,24.46,2026-08-29 09:53:00,2026-08-29,USD
s12640,12640,18,183.64,2026-08-27 01:08:00,2026-08-27,USD
s12641,12641,42,92.19,2026-09-01 14:44:00,2026-09-01,USD
s12642,12642,53,7.45,2026-08-26 01:28:00,2026-08-26,USD
s12643,12643,19,19.19,2026-08-26 12:58:00,2026-08-26,USD
s12644,12644,19,55.81,2026-08-26 22:55:00,2026-08-26,USD
s12645,12645,36,13.19,2026-08-30 21:08:00,2026-08-30,USD
s12646,12646,44,23.46,2026-08-30 19:10:00,2026-08-30,USD
s12647,12647,58,31.37,2026-08-26 09:40:00,2026-08-26,USD
s12648,12648,2,7.88,2026-08-25 01:38:00,2026-08-25,USD
s12649,12649,41,208.04,2026-08-26 17:48:00,2026-08-26,USD
s12650,12650,32,32.47,2026-08-25 05:45:00,2026-08-25,USD
s12651,12651,47,42.89,2026-08-27 15:23:00,2026-08-27,USD
s12653,12653,30,83.19,2026-08-26 05:36:00,2026-08-26,USD
s12654,12654,51,17.94,2026-08-26 08:05:00,2026-08-26,USD
s12655,12655,23,70.28,2026-08-26 15:35:00,2026-08-26,USD
s12656,12656,17,33.04,2026-08-26 18:52:00,2026-08-26,USD
s12657,12657,21,124.95,2026-08-29 16:12:00,2026-08-29,USD
s12658,12658,32,16.68,2026-08-27 12:26:00,2026-08-27,USD
s12659,12659,33,6.98,2026-08-26 23:29:00,2026-08-26,USD
s12661,12661,28,11.88,2026-08-25 15:36:00,2026-08-25,USD
s12662,12662,11,28.89,2026-09-03 09:28:00,2026-09-03,USD
s12663,12663,55,3.38,2026-08-25 22:09:00,2026-08-25,USD
s12664,12664,10,63.63,2026-08-26 12:33:00,2026-08-26,USD
s12665,12665,60,23.27,2026-08-29 06:56:00,2026-08-29,USD
s12666,12666,35,5.15,2026-08-26 18:57:00,2026-08-26,USD
s12667,12667,40,11.27,2026-08-25 09:20:00,2026-08-25,USD
s12668,12668,4,9.74,2026-08-26 02:20:00,2026-08-26,USD
s12669,12669,16,30.95,2026-08-25 13:15:00,2026-08-25,USD
s12670,12670,1,19.99,2026-08-26 05:41:00,2026-08-26,USD
s12671,12671,53,43.97,2026-08-26 04:12:00,2026-08-26,USD
s12672,12672,48,8.68,2026-08-25 16:38:00,2026-08-25,USD
s12673,12673,35,9.66,2026-08-26 06:19:00,2026-08-26,USD
s12674,12674,16,78.59,2026-08-26 00:08:00,2026-08-26,USD
s12675,12675,30,232.29,2026-08-26 02:24:00,2026-08-26,USD
s12676,12676,7,29.96,2026-08-26 16:34:00,2026-08-26,USD
s12677,12677,50,14.93,2026-08-26 04:51:00,2026-08-26,USD
s12678,12678,45,35.02,2026-08-26 12:19:00,2026-08-26,USD
s12679,12679,4,7.82,2026-08-26 00:27:00,2026-08-26,USD
s12680,12680,15,12.38,2026-08-26 04:21:00,2026-08-26,USD
s12681,12681,49,44.93,2026-08-26 09:31:00,2026-08-26,USD
s12682,12682,34,28.87,2026-08-25 13:03:00,2026-08-25,USD
s12683,12683,47,28.06,2026-08-29 02:22:00,2026-08-29,USD
s12684,12684,5,49.44,2026-08-26 17:58:00,2026-08-26,USD
s12685,12685,46,65.84,2026-08-29 09:19:00,2026-08-29,USD
s12686,12686,29,31.38,2026-08-27 10:13:00,2026-08-27,USD
s12687,12687,30,41.66,2026-08-27 12:23:00,2026-08-27,USD
s12688,12688,29,20.62,2026-08-26 09:32:00,2026-08-26,USD
s12689,12689,30,9.79,2026-08-27 03:43:00,2026-08-27,USD
s12690,12690,10,31.62,2026-08-27 22:56:00,2026-08-27,USD
s12691,12691,7,32.03,2026-08-27 01:50:00,2026-08-27,USD
s12692,12692,38,13.83,2026-08-27 12:06:00,2026-08-27,USD
s12693,12693,45,61.64,2026-08-27 04:03:00,2026-08-27,USD
s12694,12694,12,2.2,2026-08-26 15:28:00,2026-08-26,USD
s12695,12695,9,12.45,2026-08-26 05:58:00,2026-08-26,USD
s12696,12696,37,56.73,2026-08-29 10:45:00,2026-08-29,USD
s12697,12697,35,26.28,2026-08-26 12:11:00,2026-08-26,USD
s12698,12698,13,11.01,2026-08-26 07:20:00,2026-08-26,USD
s12699,12699,9,14.31,2026-08-30 16:29:00,2026-08-30,USD
s12700,12700,41,89.43,2026-08-26 18:34:00,2026-08-26,USD
s12701,12701,52,14.05,2026-08-25 19:30:00,2026-08-25,USD
s12702,12702,16,12.34,2026-08-27 20:43:00,2026-08-27,USD
s12703,12703,59,24.14,2026-08-26 18:20:00,2026-08-26,USD
s12704,12704,29,27.11,2026-08-25 04:23:00,2026-08-25,USD
s12706,12706,15,7.53,2026-08-28 03:49:00,2026-08-28,USD
s12707,12707,58,4.69,2026-08-29 16:39:00,2026-08-29,USD
s12708,12708,60,72.19,2026-08-26 01:46:00,2026-08-26,USD
s12709,12709,45,206.47,2026-09-03 18:09:00,2026-09-03,USD
s12710,12710,11,6.0,2026-08-25 05:23:00,2026-08-25,USD
s12711,12711,40,18.37,2026-08-26 18:12:00,2026-08-26,USD
s12712,12712,29,103.3,2026-08-28 17:12:00,2026-08-28,USD
s12713,12713,56,27.06,2026-08-26 03:39:00,2026-08-26,USD
s12714,12714,23,11.25,2026-08-26 14:51:00,2026-08-26,USD
s12715,12715,60,25.4,2026-08-26 22:54:00,2026-08-26,USD
s12717,12717,48,14.46,2026-09-01 00:27:00,2026-09-01,USD
s12718,12718,28,10.61,2026-08-25 05:24:00,2026-08-25,USD
s12719,12719,4,9.41,2026-08-26 06:51:00,2026-08-26,USD
s12720,12720,49,4.48,2026-08-26 21:09:00,2026-08-26,USD
s12721,12721,30,26.04,2026-08-27 23:13:00,2026-08-27,USD
s12722,12722,43,28.97,2026-08-26 13:41:00,2026-08-26,USD
s12723,12723,28,54.77,2026-08-25 09:05:00,2026-08-25,USD
s12724,12724,59,12.81,2026-08-27 20:25:00,2026-08-27,USD
s12725,12725,37,41.69,2026-08-27 09:38:00,2026-08-27,USD
s12726,12726,1,94.98,2026-08-26 01:47:00,2026-08-26,USD
s12727,12727,60,17.14,2026-08-28 03:27:00,2026-08-28,USD
s12728,12728,52,8.19,2026-08-26 01:27:00,2026-08-26,USD
s12729,12729,11,97.09,2026-08-26 15:12:00,2026-08-26,USD
s12730,12730,28,23.05,2026-08-25 22:36:00,2026-08-25,USD
s12731,12731,3,14.52,2026-08-27 20:02:00,2026-08-27,USD
s12732,12732,5,6.45,2026-08-28 09:45:00,2026-08-28,USD
s12733,12733,1,16.61,2026-08-27 12:56:00,2026-08-27,USD
s12734,12734,17,23.4,2026-08-25 06:30:00,2026-08-25,USD
s12735,12735,48,23.68,2026-08-26 07:42:00,2026-08-26,USD
s12736,12736,43,14.45,2026-08-26 21:54:00,2026-08-26,USD
s12737,12737,5,17.5,2026-08-26 23:13:00,2026-08-26,USD
s12738,12738,4,37.14,2026-08-25 07:37:00,2026-08-25,USD
s12739,12739,21,10.76,2026-08-27 11:38:00,2026-08-27,USD
s12740,12740,11,59.48,2026-08-26 02:01:00,2026-08-26,USD
s12741,12741,7,61.5,2026-08-26 09:56:00,2026-08-26,USD
s12742,12742,47,12.62,2026-08-26 17:41:00,2026-08-26,USD
s12743,12743,32,19.58,2026-08-27 23:46:00,2026-08-27,USD
s12744,12744,7,23.2,2026-08-29 17:33:00,2026-08-29,USD
s12745,12745,42,53.75,2026-08-26 20:25:00,2026-08-26,USD
s12746,12746,55,105.53,2026-08-26 15:36:00,2026-08-26,USD
s12747,12747,51,37.55,2026-08-27 03:38:00,2026-08-27,USD
s12749,12749,53,57.2,2026-08-28 14:48:00,2026-08-28,USD
s12750,12750,32,13.38,2026-08-29 19:09:00,2026-08-29,USD
s12751,12751,13,13.48,2026-08-26 19:19:00,2026-08-26,USD
s12752,12752,40,30.62,2026-08-26 03:48:00,2026-08-26,USD
s12753,12753,26,93.61,2026-08-25 13:51:00,2026-08-25,USD
s12754,12754,1,21.12,2026-08-27 13:14:00,2026-08-27,USD
s12756,12756,38,93.59,2026-08-25 18:30:00,2026-08-25,USD
s12757,12757,3,27.27,2026-08-25 16:06:00,2026-08-25,USD
s12758,12758,24,41.68,2026-08-26 17:00:00,2026-08-26,USD
s12759,12759,38,31.9,2026-08-30 11:04:00,2026-08-30,USD
s12760,12760,34,8.59,2026-08-25 05:53:00,2026-08-25,USD
s12761,12761,52,18.52,2026-08-26 15:28:00,2026-08-26,USD
s12762,12762,20,27.32,2026-08-26 03:24:00,2026-08-26,USD
s12764,12764,14,22.02,2026-08-25 11:00:00,2026-08-25,USD
s12765,12765,16,43.93,2026-08-26 17:49:00,2026-08-26,USD
s12766,12766,8,5.57,2026-08-26 22:44:00,2026-08-26,USD
s12767,12767,28,30.0,2026-08-26 16:33:00,2026-08-26,USD
s12768,12768,59,2.29,2026-08-27 04:57:00,2026-08-27,USD
s12770,12770,45,32.34,2026-08-26 23:58:00,2026-08-26,USD
s12771,12771,50,1.3,2026-08-26 07:05:00,2026-08-26,USD
s12772,12772,46,56.73,2026-08-25 05:50:00,2026-08-25,USD
s12773,12773,58,20.79,2026-08-25 23:32:00,2026-08-25,USD
s12774,12774,40,74.2,2026-08-26 02:08:00,2026-08-26,USD
s12775,12775,32,43.64,2026-08-28 08:53:00,2026-08-28,USD
s12776,12776,40,7.61,2026-08-29 13:12:00,2026-08-29,USD
s12777,12777,28,17.83,2026-08-27 17:59:00,2026-08-27,USD
s12778,12778,28,5.03,2026-08-26 22:09:00,2026-08-26,USD
s12779,12779,55,16.53,2026-08-27 23:39:00,2026-08-27,USD
s12780,12780,39,15.94,2026-08-25 03:04:00,2026-08-25,USD
s12781,12781,27,10.94,2026-08-26 03:38:00,2026-08-26,USD
s12782,12782,16,29.5,2026-08-26 13:42:00,2026-08-26,USD
s12784,12784,5,16.25,2026-08-26 11:12:00,2026-08-26,USD
s12785,12785,18,139.28,2026-08-26 09:12:00,2026-08-26,USD
s12786,12786,29,85.2,2026-08-28 01:19:00,2026-08-28,USD
s12787,12787,42,4.28,2026-08-26 19:00:00,2026-08-26,USD
s12788,12788,59,60.14,2026-08-27 23:08:00,2026-08-27,USD
s12789,12789,57,16.08,2026-08-26 07:26:00,2026-08-26,USD
s12790,12790,23,11.77,2026-08-27 16:49:00,2026-08-27,USD
s12791,12791,15,22.77,2026-08-26 06:44:00,2026-08-26,USD
s12792,12792,57,12.15,2026-08-27 09:29:00,2026-08-27,USD
s12793,12793,43,5.81,2026-09-01 09:58:00,2026-09-01,USD
s12794,12794,7,12.21,2026-08-25 12:21:00,2026-08-25,USD
s12795,12795,22,80.17,2026-08-28 09:51:00,2026-08-28,USD
s12796,12796,28,8.15,2026-09-03 16:09:00,2026-09-03,USD
s12797,12797,51,7.74,2026-08-25 06:14:00,2026-08-25,USD
s12798,12798,59,6.32,2026-08-29 23:23:00,2026-08-29,USD
s12799,12799,56,15.0,2026-08-26 16:50:00,2026-08-26,USD
s12800,12800,29,54.32,2026-09-03 16:57:00,2026-09-03,USD
s12801,12801,32,109.82,2026-08-26 06:10:00,2026-08-26,USD
s12802,12802,24,15.29,2026-08-26 09:17:00,2026-08-26,USD
s12804,12804,32,43.22,2026-08-25 02:52:00,2026-08-25,USD
s12805,12805,53,32.38,2026-08-26 22:07:00,2026-08-26,USD
s12806,12806,19,15.18,2026-08-26 04:05:00,2026-08-26,USD
s12807,12807,16,7.28,2026-08-26 10:38:00,2026-08-26,USD
s12808,12808,35,22.02,2026-08-26 08:58:00,2026-08-26,USD
s12809,12809,38,9.54,2026-09-03 01:40:00,2026-09-03,USD
s12810,12810,16,32.4,2026-08-29 20:36:00,2026-08-29,USD
s12811,12811,28,86.95,2026-08-26 06:51:00,2026-08-26,USD
s12812,12812,6,54.29,2026-09-03 09:33:00,2026-09-03,USD
s12813,12813,17,39.54,2026-08-26 04:13:00,2026-08-26,USD
s12814,12814,27,14.55,2026-08-28 04:49:00,2026-08-28,USD
s12815,12815,40,17.62,2026-08-26 05:06:00,2026-08-26,USD
s12816,12816,42,218.3,2026-08-26 01:40:00,2026-08-26,USD
s12817,12817,19,4.85,2026-08-27 01:49:00,2026-08-27,USD
s12818,12818,13,143.31,2026-08-26 13:30:00,2026-08-26,USD
s12819,12819,39,14.39,2026-08-27 10:53:00,2026-08-27,USD
s12820,12820,15,56.64,2026-08-26 11:21:00,2026-08-26,USD
s12821,12821,43,25.37,2026-08-26 14:08:00,2026-08-26,USD
s12822,12822,7,26.71,2026-08-26 03:59:00,2026-08-26,USD
s12823,12823,27,46.09,2026-08-28 17:02:00,2026-08-28,USD
s12824,12824,47,121.46,2026-08-26 09:56:00,2026-08-26,USD
s12825,12825,19,44.66,2026-08-26 03:13:00,2026-08-26,USD
s12826,12826,42,11.16,2026-08-26 08:40:00,2026-08-26,USD
s12827,12827,50,40.79,2026-08-25 12:23:00,2026-08-25,USD
s12828,12828,8,23.18,2026-08-26 15:15:00,2026-08-26,USD
s12829,12829,23,11.48,2026-08-28 06:40:00,2026-08-28,USD
s12830,12830,4,158.97,2026-08-26 08:24:00,2026-08-26,USD
s12831,12831,35,26.33,2026-08-26 18:01:00,2026-08-26,USD
s12832,12832,26,7.66,2026-08-27 19:52:00,2026-08-27,USD
s12833,12833,41,4.04,2026-08-26 16:40:00,2026-08-26,USD
s12835,12835,51,94.47,2026-08-26 02:44:00,2026-08-26,USD
s12836,12836,31,4.93,2026-08-27 18:31:00,2026-08-27,USD
s12837,12837,43,6.8,2026-08-26 15:20:00,2026-08-26,USD
s12838,12838,35,12.28,2026-08-27 11:07:00,2026-08-27,USD
s12839,12839,5,24.91,2026-08-29 00:20:00,2026-08-29,USD
s12840,12840,30,5.17,2026-08-26 08:49:00,2026-08-26,USD
s12841,12841,45,44.07,2026-08-26 11:07:00,2026-08-26,USD
s12842,12842,47,26.89,2026-08-25 17:11:00,2026-08-25,USD
s12843,12843,11,6.68,2026-08-26 09:11:00,2026-08-26,USD
s12844,12844,44,85.23,2026-08-26 10:40:00,2026-08-26,USD
s12845,12845,32,43.46,2026-08-26 18:38:00,2026-08-26,USD
s12846,12846,5,16.31,2026-08-26 04:59:00,2026-08-26,USD
s12847,12847,46,11.93,2026-08-26 06:53:00,2026-08-26,USD
s12848,12848,5,58.92,2026-08-26 06:14:00,2026-08-26,USD
s12849,12849,29,33.56,2026-08-28 12:55:00,2026-08-28,USD
s12850,12850,15,119.74,2026-08-28 08:33:00,2026-08-28,USD
s12851,12851,2,34.15,2026-08-26 15:02:00,2026-08-26,USD
s12852,12852,21,55.29,2026-08-29 11:56:00,2026-08-29,USD
s12853,12853,7,8.73,2026-08-26 23:28:00,2026-08-26,USD
s12854,12854,21,15.78,2026-08-26 16:39:00,2026-08-26,USD
s12855,12855,52,42.1,2026-08-25 16:38:00,2026-08-25,USD
s12857,12857,22,76.33,2026-08-28 04:33:00,2026-08-28,USD
s12859,12859,4,30.07,2026-08-28 20:02:00,2026-08-28,USD
s12860,12860,44,7.66,2026-08-27 04:31:00,2026-08-27,USD
s12862,12862,26,18.2,2026-08-26 14:47:00,2026-08-26,USD
s12863,12863,22,18.08,2026-08-27 06:26:00,2026-08-27,USD
s12864,12864,12,43.95,2026-08-26 12:27:00,2026-08-26,USD
s12865,12865,3,27.55,2026-08-30 16:46:00,2026-08-30,USD
s12866,12866,50,11.14,2026-08-26 04:49:00,2026-08-26,USD
